0.1384921	0.117534176	0.41388604	-0.4395566	-0.10861859	-0.21981801	-0.12647927
-0.02255473	-0.10590071	0.25461325	-0.37673512	0.1235713	-0.12707512	0.18725489
-0.10874638	-0.07625345	0.092993475	-0.04542958	0.047498323	0.022228729	0.07386372
-0.2321114	-0.28340474	0.17088431	-0.16493154	0.24590985	0.18327677	0.19801658
0.02510177	0.023070145	-0.043075528	-0.024894191	0.039229844	0.011593975	-0.04330188
-0.014016472	0.022012424	0.028068114	0.040706385	0.0075234286	-0.046444904	-0.018112253
-0.85114914	-0.85256463	0.7757114	-0.5949443	0.8499623	0.8128733	0.8804418
-0.22958791	-0.2512441	0.31372473	-0.2857342	0.227935	0.13549103	0.21419637
-0.7158527	-0.6836404	0.5860052	-0.5657756	0.62395656	0.59598106	0.6339155
-0.83393955	-0.84103614	0.7389488	-0.61383075	0.8304668	0.71962196	0.7974577
0.42586106	0.38096207	-0.10731679	-0.060481407	-0.42648387	-0.41562003	-0.37533203
0.044679236	0.03308538	0.012017585	-0.012224533	0.016653392	-0.036731552	0.02755643
0.34326378	0.302104	0.21442564	-0.17441078	-0.3517905	-0.3133589	-0.29397473
-0.04675598	-0.015128516	0.01094817	7.8201294e-05	0.026210893	-0.024355566	0.04157987
-0.027048493	0.005674325	-0.02052474	-0.0026040897	-0.03148353	0.008821975	0.008368768
0.016993117	0.047572706	0.008935668	0.043550815	-0.012147069	-0.0039754137	0.033454526
-0.024309982	0.0025999174	-0.025503993	-0.046754815	-0.037751425	0.048365902	-0.005230941
-0.6938918	-0.6452211	0.5743909	-0.47545785	0.6888627	0.5696252	0.74013007
-1.0552646	-1.1415858	1.0979453	-0.88712686	1.0671651	1.0697794	1.1806155
-0.21495606	-0.17393462	0.16075256	-0.12343449	0.18258554	0.15869029	0.27545968
0.048638646	0.00043910742	0.03209949	0.031138483	-0.01674249	-0.022838129	-0.008561075
-0.6403489	-0.7298583	0.6429322	-0.4901634	0.69638044	0.60891014	0.7413053
-0.40523022	-0.39036202	0.28097486	-0.22705956	0.33945003	0.4049863	0.41161844
0.06409944	0.01656024	0.0580075	-0.14334516	-0.08946291	-0.038161006	-0.0034509455
0.3676253	0.31889996	-0.08195863	-0.000949936	-0.3032299	-0.43285164	-0.308568
-0.119780526	-0.15684043	0.09210979	-0.17560728	0.18121009	0.1255023	0.13209938
0.14973153	0.11359566	0.008061896	0.016487444	-0.08973169	-0.24268246	-0.16355076
-0.23972887	-0.19437909	0.19963758	-0.21128206	0.20907924	0.111416645	0.19104132
-0.60995847	-0.62959236	0.4714203	-0.3444812	0.5458974	0.5214131	0.6026304
-0.16324182	-0.21586706	0.21901757	-0.1655196	0.16045415	0.13409972	0.18866058
-0.06404927	-0.023694498	0.05354856	-0.043970644	0.011948592	-0.067425266	0.02135292
0.009818111	-0.02682889	0.11783394	-0.15219921	0.024887491	-0.22833236	0.019131338
-0.09894474	-0.11769817	0.11959475	-0.111077845	0.16711839	0.025946183	0.13891312
-0.36577788	-0.3512862	0.3522535	-0.26278988	0.32871863	0.388522	0.34846264
-0.21312939	-0.14572483	0.1846737	-0.13995618	0.18841887	0.1508182	0.14045517
0.23118503	0.11757174	-0.17412859	0.106108084	-0.15909868	-0.23198256	-0.17548583
0.23920618	0.18057741	0.024749868	-0.2035951	-0.18103707	-0.23087737	-0.14998463
0.22622392	0.13812102	-0.12813357	-0.010716936	-0.16160403	-0.27756408	-0.1841657
0.25709233	0.21019904	0.13091308	-0.30019167	-0.18447694	-0.30918276	-0.17659086
-0.017691694	-0.021038124	-0.00999158	-0.076872684	0.050196692	-0.087414905	-0.032614224
-0.60512906	-0.591968	0.41675788	-0.2768383	0.58981407	0.5010633	0.5953646
0.24355271	0.14170535	0.16455086	-0.28670138	-0.2408855	-0.27017778	-0.18299186
-0.44302273	-0.36557755	0.32782474	-0.2883872	0.39398605	0.4199731	0.42199808
-0.7871237	-0.85412407	0.6574873	-0.6031714	0.8533865	0.7036419	0.8369326
-0.32138777	-0.32722124	0.3012766	-0.27617845	0.324751	0.37859318	0.35300764
-0.362216	-0.34749678	0.28250197	-0.2774897	0.32828656	0.3587669	0.37045062
-0.829709	-0.8483616	0.74960494	-0.5922896	0.7687382	0.70208335	0.79035217
-0.3975917	-0.34158385	0.31869283	-0.25829855	0.37640733	0.34496868	0.39374173
0.0534593	0.022082727	-0.06433221	0.053766597	-0.054076646	-0.1250104	-0.07304854
0.08652905	0.14790703	-0.08871537	-0.0443336	-0.17222828	-0.16905999	-0.16269444
0.0042107906	-0.008398487	0.037885547	0.032735866	-0.051957767	-0.053997636	0.0032826385
0.20146576	0.18025675	-0.11407915	0.14187728	-0.1373856	-0.2375565	-0.119289264
0.017397497	0.01254357	-0.038708188	-0.011399828	0.04394566	-0.042701688	0.009408414
0.50827163	0.5383455	-0.09758396	-0.2219862	-0.48468232	-0.600303	-0.51582175
-0.10565937	-0.04022984	0.0337667	0.03706724	0.104059115	-0.007660466	0.1035146
0.60514367	0.570478	0.20888346	-0.5065469	-0.63407886	-0.70753413	-0.5619223
-0.08405283	-0.057260964	0.054146376	-0.013982082	0.045434825	-0.033662755	0.1323427
0.025312852	-0.038889755	-0.03252407	0.04878242	0.013207447	0.026171673	-0.013576936
0.057360698	0.05161934	0.26908538	-0.40825364	-0.058642678	-0.054569993	-0.050849766
0.27626625	0.29683676	0.036523152	-0.12918684	-0.22632937	-0.36897045	-0.26038995
-0.025150644	-0.067150876	-0.031328302	-0.016904496	0.043662474	-0.017635988	0.019589178
0.13939266	0.05554708	0.03673441	-0.1371224	-0.07991113	-0.2511573	-0.1343886
